Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
Graduation,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,52,102,24,1,1,0,0.25,6.0,2
Graduation,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,52,376,38,1,1,0,0.2,7.6,2
Basic,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,38,608,57,1,1,0,0.3333333333333333,9.5,0
Master,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,64,134,47,2,1,0,0.375,5.875,3
PhD,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,56,543,813,1,0,1,0.3157894736842105,42.78947368421053,4
Master,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,46,31,629,1,1,1,0.4117647058823529,37.0,3
Graduation,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,48,659,377,1,0,0,0.5,26.928571428571427,2
Master,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,79,530,1612,0,1,0,0.21428571428571427,115.14285714285714,3
PhD,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,67,599,729,0,1,3,0.29411764705882354,42.88235294117647,4
Graduation,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,74,345,50,0,0,1,0.3333333333333333,8.333333333333334,2
Graduation,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,46,243,270,2,1,0,0.25,22.5,2
Graduation,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,63,450,177,1,0,0,0.125,22.125,2
Master,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,62,525,315,0,0,1,0.3076923076923077,24.23076923076923,3
PhD,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,70,1,767,1,1,0,0.47619047619047616,36.523809523809526,4
2n Cycle,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,59,614,1071,1,0,0,0.4583333333333333,44.625,1
Graduation,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,51,484,1580,0,1,0,0.25,65.83333333333333,2
Graduation,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,56,197,60,1,1,0,0.5,7.5,2
Master,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,54,198,573,1,1,0,0.2222222222222222,31.833333333333332,3
Graduation,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,68,460,41,2,0,0,0.2,8.2,2
Graduation,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,73,526,170,2,1,0,0.25,21.25,2
PhD,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,80,236,1167,0,0,0,0.21428571428571427,41.67857142857143,4
Graduation,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,66,449,1526,0,1,3,0.08695652173913043,66.34782608695652,2
Master,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,48,237,458,2,1,0,0.4375,28.625,3
Master,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,53,98,63,1,1,0,0.16666666666666666,10.5,3
Graduation,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,67,251,405,1,1,0,0.21428571428571427,28.928571428571427,2
Graduation,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,52,464,1027,2,1,1,0.21428571428571427,73.35714285714286,2
Graduation,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,52,449,1478,1,0,0,0.23809523809523808,70.38095238095238,2
Graduation,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,43,256,72,0,1,0,0.2,14.4,2
Graduation,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,52,435,48,1,0,0,0.3333333333333333,8.0,2
Graduation,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,49,29,726,0,0,0,0.3125,45.375,2
Master,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,69,510,860,1,1,0,0.22727272727272727,39.09090909090909,3
PhD,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,38,218,1497,0,1,0,0.21739130434782608,65.08695652173913,4
PhD,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,54,48,495,1,1,0,0.29411764705882354,29.11764705882353,4
Graduation,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,48,109,20,2,1,0,0.25,5.0,2
Graduation,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,70,582,570,0,0,0,0.5882352941176471,33.529411764705884,2
Graduation,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,52,92,769,1,1,0,0.42857142857142855,36.61904761904762,2
2n Cycle,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,46,301,55,1,1,0,0.3333333333333333,9.166666666666666,1
PhD,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,44,420,1808,0,0,2,0.2777777777777778,100.44444444444444,4
Graduation,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,52,325,55,1,1,0,0.3333333333333333,9.166666666666666,2
Graduation,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,63,14,577,0,0,1,0.3888888888888889,32.05555555555556,2
Graduation,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,61,437,162,0,1,0,0.375,20.25,2
Graduation,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,65,403,1957,1,1,4,0.25,97.85,2
2n Cycle,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,65,439,1576,1,0,0,0.4166666666666667,65.66666666666667,1
Graduation,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,70,418,1616,3,1,2,0.2,107.73333333333333,2
Graduation,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,62,533,36,3,0,0,0.2,7.2,2
PhD,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,66,414,1482,1,0,0,0.36363636363636365,67.36363636363636,4
Graduation,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,40,120,22,1,1,0,0.2,4.4,2
PhD,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,48,219,63,2,0,0,0.3333333333333333,10.5,4
Graduation,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,32,657,680,0,0,0,0.3333333333333333,37.77777777777778,2
PhD,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,57,420,542,2,1,0,0.3888888888888889,30.11111111111111,4
2n Cycle,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,44,270,50,1,1,0,0.3333333333333333,8.333333333333334,1
Graduation,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,57,500,39,2,1,0,0.2,7.8,2
Graduation,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,68,457,1043,1,1,0,0.25,43.458333333333336,2
Master,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,52,430,385,1,0,0,0.46153846153846156,29.615384615384617,3
Graduation,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,44,644,1633,0,0,0,0.25925925925925924,60.48148148148148,2
2n Cycle,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,44,362,46,1,0,0,0.2,9.2,1
Graduation,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,47,100,761,1,0,1,0.3684210526315789,40.05263157894737,2
Graduation,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,74,328,76,2,1,0,0.2857142857142857,10.857142857142858,2
Graduation,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,50,577,290,1,1,0,0.25,24.166666666666668,2
Graduation,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,36,48,89,1,0,0,0.375,11.125,2
Graduation,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,43,596,70,1,1,0,0.5,8.75,2
2n Cycle,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,64,337,1066,0,1,0,0.17647058823529413,62.705882352941174,1
Graduation,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,54,167,2009,0,1,3,0.2631578947368421,105.73684210526316,2
2n Cycle,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,33,638,1345,0,0,0,0.16666666666666666,74.72222222222223,1
Master,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,68,552,764,1,0,0,0.3333333333333333,36.38095238095238,3
Graduation,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,61,249,195,1,0,0,0.3,19.5,2
Graduation,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,44,415,53,2,1,0,0.375,6.625,2
Graduation,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,50,381,368,1,0,0,0.4166666666666667,30.666666666666668,2
PhD,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,70,169,544,1,1,0,0.3333333333333333,30.22222222222222,4
2n Cycle,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,67,600,1853,0,1,2,0.28,74.12,1
PhD,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,58,34,35,2,1,1,0.2,7.0,4
PhD,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,50,104,446,1,1,2,0.4375,27.875,4
Graduation,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,45,454,1180,1,0,0,0.4,47.2,2
Master,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,51,117,41,1,1,0,0.2,8.2,3
Graduation,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,39,495,727,2,1,0,0.3,36.35,2
Graduation,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,58,633,40,2,1,0,0.2,8.0,2
2n Cycle,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,35,420,1062,0,1,1,0.23076923076923078,40.84615384615385,1
Graduation,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,55,154,40,1,1,0,0.3333333333333333,6.666666666666667,2
Master,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,55,134,292,2,1,0,0.5,24.333333333333332,3
Graduation,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,37,536,15,0,1,0,0.0,3.75,2
2n Cycle,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,35,633,341,1,1,0,0.3333333333333333,28.416666666666668,1
2n Cycle,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,49,194,369,1,0,0,0.5,30.75,1
PhD,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,51,383,401,1,1,0,0.26666666666666666,26.733333333333334,4
Master,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,58,460,393,1,0,0,0.3333333333333333,26.2,3
Master,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,38,278,10,2,0,0,0.25,2.5,3
Graduation,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,46,419,486,1,1,0,0.14285714285714285,34.714285714285715,2
Graduation,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,45,620,69,1,1,0,0.3333333333333333,11.5,2
PhD,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,41,274,1727,0,1,2,0.29411764705882354,101.58823529411765,4
Graduation,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,65,174,995,1,0,1,0.3333333333333333,66.33333333333333,2
Graduation,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,48,18,45,1,1,0,0.5,5.625,2
2n Cycle,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,43,86,182,2,0,0,0.3333333333333333,20.22222222222222,1
Master,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,46,266,989,1,1,0,0.21739130434782608,43.0,3
Graduation,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,71,285,1677,0,1,3,0.2222222222222222,93.16666666666667,2
Master,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,53,364,595,2,0,0,0.35294117647058826,35.0,3
Graduation,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,500,156,1,1,0,0.375,19.5,2
Master,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,68,85,1226,0,0,0,0.21428571428571427,43.785714285714285,3
2n Cycle,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,46,528,128,1,1,0,0.375,16.0,1
Graduation,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,52,139,86,1,0,1,0.42857142857142855,12.285714285714286,2
Graduation,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,49,621,68,1,1,0,0.3333333333333333,11.333333333333334,2
Graduation,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,49,341,16,2,0,0,0.0,4.0,2
2n Cycle,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,43,10,55,2,1,0,0.3333333333333333,9.166666666666666,1
PhD,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,52,655,2114,0,0,0,0.22727272727272727,96.0909090909091,4
PhD,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,54,362,2018,0,1,0,0.15789473684210525,106.21052631578948,4
PhD,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,71,580,263,3,0,0,0.5,21.916666666666668,4
Graduation,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,65,200,55,2,1,0,0.3333333333333333,9.166666666666666,2
Graduation,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,62,454,564,2,1,0,0.5294117647058824,33.1764705882353,2
Master,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,46,195,1281,0,0,0,0.10526315789473684,67.42105263157895,3
Graduation,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,51,505,83,1,1,1,0.3333333333333333,13.833333333333334,2
Master,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,59,659,353,2,0,0,0.38461538461538464,27.153846153846153,3
Graduation,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,41,166,1003,0,1,0,0.12,40.12,2
Basic,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,33,60,14,1,0,0,0.25,3.5,0
PhD,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,81,513,902,0,0,1,0.30434782608695654,39.21739130434783,4
PhD,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,52,564,1139,1,0,0,0.3333333333333333,47.458333333333336,4
Graduation,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,68,326,797,1,1,0,0.3,39.85,2
Graduation,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,66,157,1638,1,0,0,0.4166666666666667,68.25,2
PhD,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,50,322,401,1,1,0,0.26666666666666666,26.733333333333334,4
Graduation,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,38,250,84,1,0,0,0.5,10.5,2
Graduation,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,66,508,928,0,1,0,0.2222222222222222,51.55555555555556,2
Graduation,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,54,317,203,1,0,0,0.4,20.3,2
Graduation,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,57,350,858,0,1,0,0.25,53.625,2
Graduation,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,51,207,409,0,1,0,0.23076923076923078,31.46153846153846,2
Graduation,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,55,462,282,3,1,0,0.3333333333333333,23.5,2
Graduation,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,47,81,1423,0,0,0,0.16666666666666666,79.05555555555556,2
Graduation,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,63,220,1449,0,0,1,0.3684210526315789,76.26315789473684,2
Graduation,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,53,209,28,1,0,0,0.25,7.0,2
Graduation,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,50,176,67,1,1,0,0.3333333333333333,11.166666666666666,2
PhD,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,38,111,199,0,1,0,0.2,19.9,4
PhD,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,58,365,1453,0,0,0,0.13636363636363635,66.04545454545455,4
Graduation,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,32,234,1253,0,1,0,0.15789473684210525,65.94736842105263,2
PhD,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,61,520,1198,1,0,0,0.38461538461538464,46.07692307692308,4
Master,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,52,350,178,1,1,0,0.3333333333333333,19.77777777777778,3
Graduation,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,30,573,1990,0,0,1,0.3888888888888889,110.55555555555556,2
Graduation,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,70,414,976,0,1,0,0.21428571428571427,69.71428571428571,2
Master,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,64,185,1001,0,1,0,0.2,66.73333333333333,3
PhD,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,42,326,1919,0,1,2,0.35,95.95,4
2n Cycle,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,70,224,350,1,0,0,0.23076923076923078,26.923076923076923,1
PhD,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,70,407,1650,0,0,1,0.24,66.0,4
PhD,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,69,77,46,2,1,2,0.2,9.2,4
Graduation,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,31,438,1228,0,0,0,0.10526315789473684,64.63157894736842,2
Master,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,55,521,95,1,0,0,0.2857142857142857,13.571428571428571,3
PhD,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,76,56,62,2,1,0,0.14285714285714285,8.857142857142858,4
Graduation,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,38,42,1761,1,1,1,0.4230769230769231,67.73076923076923,2
Master,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,45,667,467,0,1,0,0.42857142857142855,33.357142857142854,3
Graduation,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,46,139,1149,0,1,1,0.21052631578947367,60.473684210526315,2
2n Cycle,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,42,181,2052,0,0,1,0.21052631578947367,108.0,1
Graduation,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,31,56,1127,0,0,0,0.3125,70.4375,2
PhD,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,48,224,1416,1,1,0,0.2857142857142857,67.42857142857143,4
PhD,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,50,82,1113,0,1,0,0.3,55.65,4
Graduation,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,35,139,125,1,0,0,0.14285714285714285,17.857142857142858,2
PhD,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,73,686,966,1,0,1,0.4583333333333333,40.25,4
Basic,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,35,554,32,1,1,0,0.2,6.4,0
Graduation,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,72,38,833,0,0,0,0.10526315789473684,43.8421052631579,2
PhD,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,53,35,46,1,1,0,0.42857142857142855,6.571428571428571,4
Graduation,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,53,248,960,0,1,0,0.5294117647058824,56.470588235294116,2
PhD,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,54,403,1829,1,1,1,0.39285714285714285,65.32142857142857,4
Graduation,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,53,350,779,1,0,0,0.2916666666666667,32.458333333333336,2
PhD,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,49,324,811,1,0,0,0.36363636363636365,36.86363636363637,4
2n Cycle,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,72,384,1120,2,0,0,0.4,74.66666666666667,1
PhD,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,62,344,725,1,1,0,0.3684210526315789,38.1578947368421,4
Graduation,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,41,397,1187,0,0,1,0.25,98.91666666666667,2
Graduation,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,71,482,2302,0,1,3,0.2631578947368421,121.15789473684211,2
Basic,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,38,554,66,0,0,0,0.2857142857142857,9.428571428571429,0
PhD,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,37,636,1250,0,1,2,0.21052631578947367,65.78947368421052,4
2n Cycle,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,42,133,683,1,1,0,0.2222222222222222,37.94444444444444,1
Graduation,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,45,272,305,2,0,0,0.3333333333333333,25.416666666666668,2
Graduation,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,47,205,50,1,1,0,0.3333333333333333,8.333333333333334,2
2n Cycle,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,49,636,995,1,0,0,0.2,66.33333333333333,1
PhD,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,45,50,41,1,1,0,0.3333333333333333,6.833333333333333,4
PhD,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,48,52,77,2,1,1,0.2857142857142857,11.0,4
Master,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,51,516,171,2,0,0,0.3333333333333333,19.0,3
PhD,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,53,414,131,2,0,0,0.42857142857142855,18.714285714285715,4
Master,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,48,49,54,2,1,0,0.2,10.8,3
